resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao,nota_valida
R00003507,S20210029,A00372,2021,Finalizado,80.6,17.0,243.0,2021-09-16 14:00:00,Tablet,,Centro,True
R00003508,S20210029,A00280,2021,Ausente,,,,2021-07-27 15:30:00,Papel,1.0,Online,False
R00003509,S20210029,A00563,2021,Finalizado,73.0,16.0,155.0,2021-11-18 13:45:00,Tablet,1.0,Online,True
R00003510,S20210029,A00323,2021,Finalizado,81.2,20.0,174.0,2021-05-07 11:45:00,Tablet,1.0,Sul,True
R00003511,S20210029,A00531,2021,Finalizado,67.6,11.0,135.0,2021-09-26 09:00:00,Desktop,2.0,Online,True
R00003512,S20210029,A00073,2021,Finalizado,97.0,19.0,252.0,2021-08-12 12:45:00,Desktop,1.0,Online,True
R00003513,S20210029,A00346,2021,Finalizado,47.9,11.0,319.0,2021-05-08 16:30:00,Não informado,1.0,Sul,True
R00003514,S20210029,A00376,2021,Finalizado,55.6,12.0,237.0,2021-06-07 12:45:00,Papel,,Sul,True
R00003515,S20210029,A00363,2021,Finalizado,87.7,15.0,197.0,2021-09-11 00:00:00,Papel,,Aldeota,True
R00003516,S20210029,A00004,2021,Finalizado,35.4,6.0,193.0,2021-07-27 00:00:00,Desktop,1.0,Online,True
R00003517,S20210029,A00009,2021,Finalizado,23.0,4.0,212.0,2021-07-14 13:30:00,Desktop,1.0,Aldeota,True
R00003518,S20210029,A00275,2021,Finalizado,50.1,12.0,226.0,2021-10-22 17:00:00,Tablet,1.0,Sul,True
R00003519,S20210029,A00534,2021,Finalizado,62.8,11.0,206.0,2021-06-14 18:15:00,Desktop,1.0,Sul,True
R00003520,S20210029,A00672,2021,Finalizado,75.2,18.0,258.0,2021-10-06 14:30:00,Desktop,1.0,Online,True
R00003521,S20210029,A00554,2021,Finalizado,60.2,10.0,214.0,2021-05-27 17:30:00,Desktop,1.0,Aldeota,True
R00003522,S20210029,A00295,2021,Finalizado,73.0,15.0,305.0,2021-09-02 08:45:00,Celular,1.0,Não informado,True
R00003523,S20210029,A00494,2021,Finalizado,66.1,12.0,238.0,2021-10-02 16:00:00,Papel,1.0,Online,True
R00003524,S20210029,A00343,2021,Finalizado,55.6,12.0,236.0,2021-09-02 13:30:00,Papel,1.0,Online,True
R00003525,S20210029,A00356,2021,Finalizado,52.1,13.0,251.0,2021-07-22 08:15:00,Tablet,2.0,Não informado,True
R00003526,S20210029,A00559,2021,Finalizado,43.3,8.0,305.0,2021-10-05 11:45:00,Desktop,3.0,Não informado,True
R00003527,S20210029,A00547,2021,Finalizado,59.0,11.0,153.0,2021-07-02 19:15:00,Desktop,1.0,Não informado,True
R00003528,S20210029,A00471,2021,Finalizado,34.3,8.0,322.0,2021-04-19 11:45:00,Papel,,Não informado,True
R00003529,S20210029,A00262,2021,Finalizado,55.0,11.0,310.0,2021-08-06 13:15:00,Papel,3.0,Não informado,True
R00003530,S20210029,A00057,2021,Finalizado,68.0,12.0,208.0,2021-06-01 13:30:00,Tablet,1.0,Centro,True
R00003531,S20210029,A00621,2021,Finalizado,55.6,14.0,240.0,2021-04-12 09:00:00,Papel,1.0,Aldeota,True
R00003532,S20210029,A00241,2021,Finalizado,94.1,17.0,108.0,2021-11-21 12:30:00,Desktop,1.0,Centro,True
R00003533,S20210029,A00354,2021,Finalizado,37.0,9.0,266.0,2021-04-28 16:15:00,Celular,3.0,Centro,True
R00003534,S20210029,A00132,2021,Finalizado,80.6,18.0,188.0,2021-07-19 17:15:00,Celular,1.0,Aldeota,True
R00003535,S20210029,A00288,2021,Finalizado,37.0,5.0,231.0,2021-07-26 18:00:00,Papel,1.0,Sul,True
R00003536,S20210029,A00793,2021,Finalizado,74.4,16.0,308.0,2021-04-14 09:00:00,Desktop,1.0,Não informado,True
R00003537,S20210029,A00338,2021,Finalizado,48.9,10.0,163.0,2021-05-14 11:30:00,Desktop,1.0,Centro,True
R00003538,S20210029,A00526,2021,Finalizado,74.7,19.0,246.0,2021-10-14 09:45:00,Desktop,3.0,Online,True
R00003539,S20210029,A00333,2021,Incompleto,51.3,12.0,176.0,2021-07-25 13:30:00,Celular,1.0,Aldeota,True
R00003540,S20210029,A00618,2021,Finalizado,84.9,15.0,194.0,2021-05-09 10:15:00,Celular,2.0,Não informado,True
R00003541,S20210029,A00112,2021,Finalizado,71.7,15.0,245.0,2021-08-16 10:00:00,Celular,,Online,True
R00003542,S20210029,A00140,2021,Finalizado,66.4,13.0,225.0,2021-07-09 19:45:00,Desktop,3.0,Online,True
R00003543,S20210029,A00212,2021,Finalizado,46.5,11.0,143.0,2021-11-21 13:00:00,Tablet,3.0,Online,True
R00003544,S20210029,A00040,2021,Finalizado,50.1,10.0,161.0,2021-10-04 14:00:00,Não informado,1.0,Online,True
R00003545,S20210030,A00115,2021,Finalizado,72.8,24.0,68.0,2021-04-06 00:00:00,Não informado,1.0,Aldeota,True
R00003546,S20210030,A00033,2021,Ausente,,,,2021-09-22 18:15:00,Desktop,1.0,Não informado,False
R00003547,S20210030,A00294,2021,Finalizado,53.5,13.0,45.0,2021-09-23 00:00:00,Celular,,Sul,True
R00003548,S20210030,A00078,2021,Finalizado,63.6,22.0,96.0,2021-10-01 13:00:00,Tablet,1.0,Não informado,True
R00003549,S20210030,A00365,2021,Finalizado,68.3,19.0,53.0,2021-06-18 11:00:00,Não informado,1.0,Não informado,True
R00003550,S20210030,A00103,2021,Finalizado,60.5,18.0,38.0,2021-05-28 10:30:00,Não informado,1.0,Não informado,True
R00003551,S20210030,A00547,2021,Ausente,,,,2021-04-16 00:00:00,Tablet,2.0,Não informado,False
R00003552,S20210030,A00328,2021,Finalizado,82.8,24.0,57.0,2021-07-16 12:15:00,Não informado,1.0,Não informado,True
R00003553,S20210030,A00199,2021,Finalizado,68.8,21.0,57.0,2021-10-23 18:00:00,Papel,3.0,Aldeota,True
R00003554,S20210030,A00306,2021,Ausente,,,,2021-09-09 16:00:00,Celular,,Sul,False
R00003555,S20210030,A00563,2021,Ausente,,,,2021-07-21 11:30:00,Desktop,2.0,Sul,False
R00003556,S20210030,A00112,2021,Incompleto,60.4,16.0,72.0,2021-09-14 15:00:00,Celular,2.0,Centro,True
R00003557,S20210030,A00443,2021,Finalizado,73.4,24.0,78.0,2021-10-20 08:30:00,Desktop,3.0,Online,True
R00003558,S20210030,A00216,2021,Finalizado,54.7,15.0,36.0,2021-07-15 00:00:00,Desktop,1.0,Online,True
R00003559,S20210030,A00174,2021,Finalizado,75.4,24.0,43.0,2021-09-11 13:15:00,Não informado,1.0,Aldeota,True
R00003560,S20210030,A00102,2021,Finalizado,41.9,16.0,87.0,2021-06-11 19:30:00,Tablet,1.0,Não informado,True
R00003561,S20210030,A00108,2021,Finalizado,88.5,28.0,67.0,2021-05-09 08:45:00,Tablet,,Online,True
R00003562,S20210030,A00004,2021,Finalizado,64.9,19.0,68.0,2021-10-01 10:45:00,Desktop,1.0,Aldeota,True
R00003563,S20210030,A00340,2021,Finalizado,63.1,18.0,72.0,2021-06-17 18:15:00,Desktop,1.0,Online,True
R00003564,S20210030,A00025,2021,Finalizado,48.7,18.0,73.0,2021-11-25 12:00:00,Desktop,1.0,Não informado,True
R00003565,S20210030,A00289,2021,Ausente,,,,2021-05-09 15:00:00,Papel,,Aldeota,False
R00003566,S20210030,A00481,2021,Incompleto,28.1,12.0,83.0,2021-08-14 00:00:00,Papel,,Aldeota,True
R00003567,S20210030,A00530,2021,Finalizado,77.6,22.0,62.0,2021-04-21 19:00:00,Papel,1.0,Online,True
R00003568,S20210030,A00554,2021,Ausente,,,,2021-04-24 14:45:00,Celular,,Online,False
R00003569,S20210030,A00307,2021,Finalizado,55.7,14.0,87.0,2021-06-27 08:15:00,Desktop,1.0,Não informado,True
R00003570,S20210030,A00227,2021,Ausente,,,,2021-09-22 18:00:00,Papel,1.0,Online,False
R00003571,S20210030,A00648,2021,Finalizado,74.6,24.0,47.0,2021-04-03 19:45:00,Desktop,1.0,Online,True
R00003572,S20210030,A00560,2021,Ausente,,,,2021-08-23 00:00:00,Desktop,,Online,False
R00003573,S20210030,A00595,2021,Finalizado,82.9,24.0,9.0,2021-10-26 15:30:00,Papel,,Aldeota,True
R00003574,S20210030,A00275,2021,Finalizado,68.1,20.0,69.0,2021-11-28 17:00:00,Desktop,1.0,Centro,True
R00003575,S20210030,A00196,2021,Finalizado,50.0,16.0,77.0,2021-05-16 09:30:00,Desktop,2.0,Sul,True
R00003576,S20210030,A00534,2021,Finalizado,74.2,25.0,75.0,2021-07-10 08:00:00,Desktop,1.0,Online,True
R00003577,S20210030,A00798,2021,Finalizado,59.2,15.0,59.0,2021-08-23 09:00:00,Papel,1.0,Sul,True
R00003578,S20210030,A00621,2021,Finalizado,19.9,3.0,78.0,2021-06-07 18:30:00,Desktop,1.0,Sul,True
R00003579,S20210030,A00652,2021,Finalizado,43.2,9.0,59.0,2021-10-11 09:30:00,Desktop,2.0,Aldeota,True
R00003580,S20210030,A00507,2021,Finalizado,88.7,28.0,72.0,2021-04-08 14:00:00,Não informado,1.0,Sul,True
R00003581,S20210030,A00494,2021,Ausente,,,,2021-09-23 00:00:00,Celular,3.0,Online,False
R00003582,S20210030,A00698,2021,Ausente,,,,2021-08-18 11:00:00,Celular,1.0,Online,False
R00003583,S20210030,A00591,2021,Ausente,,,,2021-11-01 10:00:00,Não informado,1.0,Online,False
R00003584,S20210030,A00765,2021,Finalizado,50.9,13.0,64.0,2021-11-23 17:00:00,Desktop,1.0,Aldeota,True
R00003585,S20210030,A00011,2021,Finalizado,58.1,20.0,81.0,2021-05-04 00:00:00,Celular,2.0,Online,True
R00003586,S20210030,A00363,2021,Incompleto,44.8,12.0,70.0,2021-05-07 18:00:00,Tablet,1.0,Online,True
R00003587,S20210030,A00750,2021,Finalizado,50.8,13.0,57.0,2021-05-06 19:45:00,Desktop,2.0,Aldeota,True
R00003588,S20210030,A00376,2021,Finalizado,49.6,10.0,72.0,2021-08-03 10:00:00,Papel,1.0,Online,True
R00003589,S20210030,A00295,2021,Finalizado,39.6,10.0,50.0,2021-04-22 16:15:00,Papel,3.0,Online,True
R00003590,S20210030,A00410,2021,Finalizado,55.0,17.0,86.0,2021-04-17 18:00:00,Tablet,2.0,Online,True
R00003591,S20210030,A00368,2021,Finalizado,63.3,16.0,68.0,2021-09-28 08:45:00,Tablet,3.0,Aldeota,True
R00003592,S20210030,A00382,2021,Finalizado,43.7,11.0,49.0,2021-05-21 18:00:00,Papel,1.0,Centro,True
R00003593,S20210030,A00237,2021,Finalizado,80.8,24.0,26.0,2021-11-10 12:15:00,Papel,1.0,Online,True
R00003594,S20210030,A00313,2021,Ausente,,,,2021-10-18 19:30:00,Papel,1.0,Sul,False
R00003595,S20210030,A00338,2021,Finalizado,61.6,18.0,62.0,2021-10-12 14:15:00,Desktop,,Centro,True
R00003596,S20210030,A00356,2021,Finalizado,61.0,18.0,53.0,2021-08-27 15:00:00,Não informado,1.0,Não informado,True
R00003597,S20210030,A00721,2021,Finalizado,41.9,12.0,81.0,2021-08-21 08:45:00,Tablet,1.0,Centro,True
R00003598,S20210030,A00742,2021,Finalizado,67.3,18.0,60.0,2021-04-03 10:45:00,Não informado,1.0,Centro,True
R00003599,S20210030,A00689,2021,Finalizado,53.6,13.0,73.0,2021-10-07 15:00:00,Tablet,3.0,Online,True
R00003600,S20210030,A00085,2021,Finalizado,67.1,21.0,61.0,2021-05-21 17:00:00,Papel,1.0,Centro,True
R00003601,S20210030,A00067,2021,Finalizado,66.6,23.0,89.0,2021-05-07 18:00:00,Desktop,,Não informado,True
R00003602,S20210030,A00536,2021,Finalizado,76.9,24.0,54.0,2021-10-14 15:45:00,Tablet,2.0,Não informado,True
R00003603,S20210030,A00144,2021,Finalizado,39.0,13.0,66.0,2021-04-01 08:00:00,Desktop,3.0,Não informado,True
R00003604,S20210030,A00526,2021,Finalizado,57.3,17.0,72.0,2021-11-20 18:30:00,Não informado,2.0,Sul,True
R00003605,S20210030,A00053,2021,Finalizado,72.4,23.0,85.0,2021-07-28 17:15:00,Desktop,1.0,Online,True
R00003606,S20210030,A00754,2021,Finalizado,88.8,27.0,75.0,2021-04-04 14:30:00,Não informado,1.0,Sul,True
R00003607,S20210030,A00120,2021,Finalizado,75.8,24.0,73.0,2021-11-10 14:00:00,Celular,,Centro,True
R00003608,S20210030,A00791,2021,Ausente,,,,2021-10-13 08:45:00,Tablet,1.0,Aldeota,False
R00003609,S20210030,A00627,2021,Finalizado,55.2,16.0,78.0,2021-11-25 00:00:00,Desktop,3.0,Não informado,True
R00003610,S20210030,A00024,2021,Finalizado,74.1,22.0,71.0,2021-05-04 10:45:00,Desktop,1.0,Centro,True
R00003611,S20210030,A00176,2021,Finalizado,49.3,14.0,58.0,2021-04-12 12:00:00,Desktop,1.0,Aldeota,True
R00003612,S20210030,A00550,2021,Ausente,,,,2021-10-16 00:00:00,Celular,1.0,Sul,False
R00003613,S20210030,A00586,2021,Finalizado,45.4,14.0,69.0,2021-10-25 18:45:00,Não informado,,Aldeota,True
R00003614,S20210030,A00009,2021,Finalizado,57.4,18.0,69.0,2021-06-08 09:30:00,Celular,1.0,Sul,True
R00003615,S20210030,A00333,2021,Finalizado,57.2,16.0,85.0,2021-06-08 00:00:00,Papel,3.0,Aldeota,True
R00003616,S20210030,A00072,2021,Finalizado,74.0,24.0,65.0,2021-09-04 14:30:00,Desktop,1.0,Centro,True
R00003617,S20210030,A00458,2021,Finalizado,68.1,21.0,81.0,2021-07-20 09:15:00,Tablet,3.0,Online,True
R00003618,S20210030,A00211,2021,Finalizado,29.3,11.0,52.0,2021-06-03 09:30:00,Não informado,,Online,True
R00003619,S20210030,A00355,2021,Finalizado,39.4,12.0,51.0,2021-07-24 17:30:00,Celular,1.0,Sul,True
R00003620,S20210030,A00755,2021,Finalizado,46.2,10.0,35.0,2021-06-09 10:00:00,Desktop,,Centro,True
R00003621,S20210030,A00325,2021,Finalizado,34.5,8.0,65.0,2021-08-08 09:00:00,Desktop,,Sul,True
R00003622,S20210030,A00775,2021,Finalizado,65.0,20.0,57.0,2021-11-10 15:00:00,Tablet,3.0,Não informado,True
R00003623,S20210030,A00353,2021,Finalizado,63.1,19.0,65.0,2021-11-24 10:15:00,Papel,,Online,True
R00003624,S20210030,A00288,2021,Finalizado,51.5,12.0,74.0,2021-10-19 12:45:00,Celular,1.0,Sul,True
R00003625,S20210030,A00520,2021,Finalizado,45.4,17.0,71.0,2021-09-10 08:15:00,Papel,1.0,Online,True
R00003626,S20210030,A00793,2021,Finalizado,47.1,14.0,73.0,2021-06-09 17:15:00,Tablet,1.0,Online,True
R00003627,S20210030,A00521,2021,Finalizado,69.5,16.0,99.0,2021-05-11 19:15:00,Papel,2.0,Centro,True
R00003628,S20210030,A00013,2021,Finalizado,62.0,18.0,92.0,2021-11-11 18:30:00,Celular,3.0,Centro,True
R00003629,S20210030,A00046,2021,Finalizado,88.9,27.0,69.0,2021-11-26 16:15:00,Celular,1.0,Aldeota,True
R00003630,S20210030,A00140,2021,Finalizado,48.6,15.0,87.0,2021-10-13 00:00:00,Celular,2.0,Aldeota,True
R00003631,S20210030,A00445,2021,Finalizado,78.0,22.0,77.0,2021-07-28 08:45:00,Não informado,,Online,True
R00003632,S20210030,A00392,2021,Ausente,,,,2021-09-02 14:45:00,Desktop,2.0,Não informado,False
R00003633,S20210030,A00212,2021,Incompleto,64.0,17.0,40.0,2021-07-17 11:15:00,Não informado,3.0,Sul,True
R00003634,S20210030,A00783,2021,Incompleto,43.9,14.0,48.0,2021-09-15 17:15:00,Papel,1.0,Não informado,True
R00003635,S20210030,A00323,2021,Finalizado,55.5,19.0,36.0,2021-10-09 14:00:00,Não informado,1.0,Sul,True
R00003636,S20210030,A00354,2021,Finalizado,74.4,21.0,72.0,2021-09-08 15:15:00,Celular,3.0,Sul,True
R00003637,S20210030,A00542,2021,Finalizado,62.8,22.0,88.0,2021-07-21 11:45:00,Tablet,2.0,Não informado,True
R00003638,S20210030,A00150,2021,Finalizado,31.5,11.0,69.0,2021-08-18 15:15:00,Não informado,,Online,True
R00003639,S20210030,A00578,2021,Finalizado,71.4,22.0,98.0,2021-04-19 00:00:00,Desktop,,Online,True
R00003640,S20210030,A00636,2021,Finalizado,77.8,26.0,50.0,2021-04-16 09:15:00,Papel,,Online,True
R00003641,S20210030,A00409,2021,Finalizado,62.5,19.0,64.0,2021-05-07 12:15:00,Tablet,,Online,True
R00003642,S20210030,A00241,2021,Incompleto,78.6,25.0,0.0,2021-08-27 10:45:00,Não informado,1.0,Online,True
R00003643,S20210030,A00057,2021,Finalizado,73.8,21.0,64.0,2021-11-20 13:45:00,Desktop,1.0,Aldeota,True
R00003644,S20210030,A00137,2021,Finalizado,57.7,16.0,65.0,2021-06-06 12:30:00,Tablet,,Sul,True
R00003645,S20210030,A00141,2021,Incompleto,30.7,9.0,54.0,2021-11-13 00:00:00,Não informado,1.0,Sul,True
R00003646,S20210030,A00347,2021,Ausente,,,,2021-05-17 17:45:00,Desktop,1.0,Aldeota,False
R00003647,S20210030,A00026,2021,Ausente,,,,2021-04-11 11:15:00,Não informado,1.0,Sul,False
R00003648,S20210030,A00471,2021,Finalizado,53.2,18.0,66.0,2021-06-11 18:30:00,Celular,2.0,Sul,True
R00003649,S20210030,A00774,2021,Finalizado,72.6,18.0,64.0,2021-07-02 18:00:00,Desktop,1.0,Sul,True
R00003650,S20210030,A00720,2021,Finalizado,62.4,20.0,84.0,2021-04-16 11:00:00,Não informado,,Aldeota,True
R00003651,S20210030,A00625,2021,Finalizado,62.0,16.0,72.0,2021-08-07 17:00:00,Celular,3.0,Não informado,True
R00003652,S20210030,A00050,2021,Ausente,,,,2021-10-17 08:30:00,Celular,1.0,Online,False
R00003653,S20210030,A00672,2021,Finalizado,82.8,21.0,31.0,2021-06-22 08:00:00,Desktop,1.0,Sul,True
R00003654,S20210030,A00073,2021,Finalizado,42.2,18.0,34.0,2021-10-19 16:15:00,Desktop,1.0,Centro,True
R00003655,S20210030,A00776,2021,Finalizado,63.0,16.0,38.0,2021-09-10 13:30:00,Celular,2.0,Online,True
R00003656,S20210030,A00785,2021,Finalizado,42.6,15.0,37.0,2021-07-07 09:00:00,Desktop,1.0,Online,True
R00003657,S20210030,A00559,2021,Finalizado,34.5,12.0,53.0,2021-09-06 12:00:00,Tablet,,Centro,True
R00003658,S20210030,A00796,2021,Finalizado,38.3,12.0,39.0,2021-09-22 17:30:00,Papel,1.0,Centro,True
R00003659,S20210030,A00764,2021,Finalizado,73.2,19.0,75.0,2021-10-05 16:30:00,Desktop,1.0,Sul,True
R00003660,S20210030,A00262,2021,Finalizado,49.7,14.0,62.0,2021-09-05 12:45:00,Celular,3.0,Não informado,True
R00003661,S20210030,A00524,2021,Finalizado,65.1,19.0,43.0,2021-04-26 12:30:00,Desktop,2.0,Online,True
R00003662,S20210030,A00413,2021,Finalizado,84.2,29.0,59.0,2021-04-09 17:45:00,Tablet,3.0,Não informado,True
R00003663,S20210030,A00346,2021,Finalizado,66.6,20.0,49.0,2021-07-17 18:15:00,Tablet,3.0,Centro,True
R00003664,S20210030,A00618,2021,Finalizado,80.4,25.0,58.0,2021-10-17 17:15:00,Papel,2.0,Centro,True
R00003665,S20210030,A00502,2021,Incompleto,52.9,17.0,45.0,2021-04-03 17:30:00,Desktop,,Não informado,True
R00003666,S20210030,A00229,2021,Finalizado,78.8,26.0,60.0,2021-04-13 08:45:00,Papel,,Sul,True
R00003667,S20210030,A00372,2021,Ausente,,,,2021-10-07 19:30:00,Tablet,1.0,Sul,False
R00003668,S20210030,A00191,2021,Finalizado,56.1,16.0,53.0,2021-06-17 08:15:00,Não informado,2.0,Online,True
R00003669,S20210030,A00499,2021,Ausente,,,,2021-11-10 11:45:00,Tablet,,Online,False
R00003670,S20210030,A00605,2021,Finalizado,77.9,21.0,36.0,2021-08-26 16:15:00,Desktop,1.0,Aldeota,True
R00003671,S20210030,A00167,2021,Finalizado,64.4,20.0,60.0,2021-07-12 18:15:00,Celular,1.0,Online,True
R00003672,S20210030,A00040,2021,Finalizado,48.9,13.0,78.0,2021-11-24 10:15:00,Desktop,2.0,Online,True
R00003673,S20210030,A00280,2021,Ausente,,,,2021-11-05 18:15:00,Não informado,3.0,Aldeota,False
R00003674,S20210030,A00343,2021,Incompleto,50.2,19.0,64.0,2021-05-16 13:15:00,Não informado,,Centro,True
R00003675,S20210030,A00487,2021,Finalizado,74.7,20.0,41.0,2021-11-08 15:00:00,Desktop,3.0,Sul,True
R00003676,S20210030,A00268,2021,Finalizado,40.9,10.0,65.0,2021-05-17 11:00:00,Tablet,3.0,Não informado,True
R00003677,S20210030,A00296,2021,Finalizado,75.5,26.0,72.0,2021-05-16 16:45:00,Não informado,1.0,Online,True
R00003678,S20210030,A00582,2021,Finalizado,56.5,16.0,68.0,2021-07-23 17:15:00,Papel,,Centro,True
R00003679,S20210030,A00132,2021,Finalizado,51.2,14.0,85.0,2021-05-17 17:15:00,Desktop,,Aldeota,True
R00003680,S20210030,A00531,2021,Ausente,,,,2021-04-19 14:15:00,Tablet,3.0,Online,False
R00003681,S20210030,A00248,2021,Finalizado,26.9,11.0,32.0,2021-11-07 14:45:00,Não informado,1.0,Online,True
R00003682,S20210030,A00717,2021,Finalizado,60.5,17.0,61.0,2021-10-15 13:30:00,Desktop,1.0,Sul,True
R00003683,S20210031,A00067,2021,Finalizado,62.9,18.0,75.0,2021-10-18 16:30:00,Celular,1.0,Aldeota,True
R00003684,S20210031,A00775,2021,Finalizado,84.4,24.0,68.0,2021-06-07 13:15:00,Não informado,2.0,Online,True
R00003685,S20210031,A00648,2021,Finalizado,16.5,3.0,20.0,2021-08-07 18:45:00,Tablet,3.0,Online,True
R00003686,S20210031,A00652,2021,Finalizado,74.4,25.0,34.0,2021-04-07 11:45:00,Desktop,1.0,Sul,True
R00003687,S20210031,A00481,2021,Finalizado,81.6,22.0,50.0,2021-05-05 19:45:00,Desktop,1.0,Sul,True
R00003688,S20210031,A00073,2021,Finalizado,86.7,27.0,58.0,2021-05-19 16:00:00,Desktop,1.0,Online,True
R00003689,S20210031,A00078,2021,Finalizado,41.1,11.0,74.0,2021-10-14 14:00:00,Não informado,3.0,Sul,True
R00003690,S20210031,A00621,2021,Finalizado,63.7,18.0,88.0,2021-08-25 12:15:00,Celular,1.0,Online,True
R00003691,S20210031,A00294,2021,Finalizado,74.3,20.0,40.0,2021-05-19 19:45:00,Celular,,Online,True
R00003692,S20210031,A00547,2021,Finalizado,79.4,25.0,62.0,2021-10-19 13:00:00,Celular,1.0,Aldeota,True
R00003693,S20210031,A00582,2021,Finalizado,,29.0,68.0,2021-04-11 10:00:00,Desktop,,Centro,False
R00003694,S20210031,A00750,2021,Finalizado,81.7,26.0,48.0,2021-05-21 13:30:00,Desktop,1.0,Centro,True
R00003695,S20210031,A00365,2021,Finalizado,79.7,22.0,32.0,2021-05-23 18:30:00,Papel,1.0,Aldeota,True
R00003696,S20210031,A00559,2021,Finalizado,66.5,21.0,62.0,2021-08-20 19:15:00,Não informado,3.0,Online,True
R00003697,S20210031,A00717,2021,Finalizado,92.1,29.0,75.0,2021-11-14 12:45:00,Celular,,Não informado,True
R00003698,S20210031,A00595,2021,Finalizado,67.2,23.0,83.0,2021-10-13 10:00:00,Papel,1.0,Sul,True
R00003699,S20210031,A00765,2021,Finalizado,60.0,18.0,40.0,2021-06-23 08:45:00,Desktop,,Sul,True
R00003700,S20210031,A00502,2021,Finalizado,52.7,16.0,67.0,2021-04-06 09:15:00,Desktop,1.0,Aldeota,True
R00003701,S20210031,A00112,2021,Finalizado,,30.0,102.0,2021-06-16 09:45:00,Celular,1.0,Online,False
R00003702,S20210031,A00487,2021,Finalizado,55.1,17.0,42.0,2021-07-20 19:00:00,Não informado,3.0,Centro,True
R00003703,S20210031,A00471,2021,Finalizado,84.1,27.0,46.0,2021-11-01 09:30:00,Papel,1.0,Online,True
R00003704,S20210031,A00268,2021,Finalizado,80.4,25.0,62.0,2021-05-09 14:30:00,Desktop,1.0,Online,True
R00003705,S20210031,A00560,2021,Finalizado,65.1,21.0,76.0,2021-10-14 10:15:00,Não informado,1.0,Não informado,True
R00003706,S20210031,A00024,2021,Finalizado,71.1,23.0,50.0,2021-05-27 00:00:00,Desktop,1.0,Não informado,True
R00003707,S20210031,A00288,2021,Finalizado,67.3,22.0,75.0,2021-07-12 12:00:00,Desktop,1.0,Online,True
R00003708,S20210031,A00636,2021,Incompleto,92.7,26.0,62.0,2021-09-01 18:00:00,Papel,3.0,Centro,True
R00003709,S20210031,A00409,2021,Finalizado,64.0,22.0,43.0,2021-06-05 12:00:00,Desktop,3.0,Centro,True
R00003710,S20210031,A00009,2021,Finalizado,73.8,21.0,99.0,2021-08-07 00:00:00,Tablet,3.0,Online,True
R00003711,S20210031,A00289,2021,Incompleto,67.2,17.0,51.0,2021-09-19 09:45:00,Desktop,2.0,Sul,True
R00003712,S20210031,A00776,2021,Finalizado,81.8,24.0,76.0,2021-06-02 10:00:00,Tablet,1.0,Centro,True
R00003713,S20210031,A00720,2021,Finalizado,47.2,15.0,77.0,2021-04-11 09:15:00,Desktop,1.0,Sul,True
R00003714,S20210031,A00494,2021,Finalizado,76.9,21.0,79.0,2021-07-18 12:30:00,Desktop,1.0,Aldeota,True
R00003715,S20210031,A00033,2021,Finalizado,62.2,18.0,59.0,2021-04-21 13:00:00,Desktop,1.0,Centro,True
R00003716,S20210031,A00280,2021,Ausente,,,,2021-09-18 15:15:00,Desktop,1.0,Aldeota,False
R00003717,S20210031,A00524,2021,Finalizado,44.4,14.0,40.0,2021-07-12 15:30:00,Tablet,,Online,True
R00003718,S20210031,A00534,2021,Incompleto,83.2,26.0,39.0,2021-10-05 11:45:00,Desktop,1.0,Online,True
R00003719,S20210031,A00011,2021,Finalizado,74.8,24.0,51.0,2021-11-25 13:30:00,Não informado,3.0,Online,True
R00003720,S20210031,A00531,2021,Finalizado,82.0,23.0,33.0,2021-04-02 10:45:00,Desktop,,Online,True
R00003721,S20210031,A00176,2021,Finalizado,80.5,27.0,90.0,2021-08-20 15:00:00,Tablet,,Online,True
R00003722,S20210031,A00072,2021,Finalizado,61.3,18.0,80.0,2021-05-25 00:00:00,Celular,2.0,Online,True
R00003723,S20210031,A00774,2021,Finalizado,60.8,19.0,73.0,2021-10-07 08:45:00,Não informado,1.0,Aldeota,True
R00003724,S20210031,A00458,2021,Finalizado,62.3,19.0,37.0,2021-06-18 19:00:00,Tablet,2.0,Online,True
R00003725,S20210031,A00025,2021,Finalizado,51.9,13.0,89.0,2021-06-18 08:45:00,Não informado,3.0,Não informado,True
R00003726,S20210031,A00295,2021,Finalizado,61.9,18.0,63.0,2021-09-01 13:00:00,Desktop,3.0,Online,True
R00003727,S20210031,A00141,2021,Finalizado,55.2,18.0,86.0,2021-04-22 13:45:00,Não informado,1.0,Centro,True
R00003728,S20210031,A00507,2021,Finalizado,84.9,26.0,80.0,2021-08-20 17:30:00,Papel,3.0,Online,True
R00003729,S20210031,A00368,2021,Finalizado,71.7,19.0,74.0,2021-06-13 12:15:00,Desktop,1.0,Centro,True
R00003730,S20210031,A00689,2021,Finalizado,64.9,23.0,81.0,2021-07-22 13:30:00,Tablet,1.0,Online,True
R00003731,S20210031,A00698,2021,Finalizado,95.4,30.0,82.0,2021-05-09 08:45:00,Celular,3.0,Aldeota,True
R00003732,S20210031,A00053,2021,Finalizado,55.7,19.0,72.0,2021-10-13 19:30:00,Desktop,1.0,Online,True
R00003733,S20210031,A00140,2021,Finalizado,48.2,16.0,86.0,2021-07-10 08:00:00,Papel,1.0,Sul,True
