aluno_id,ano,aprovado,proba_aprovacao
A00610,2022,0,0.4279778298019261
A00611,2024,1,0.48051024503132206
A00612,2025,1,0.5846361724692184
A00613,2022,0,0.5073478579551443
A00614,2024,1,0.39164230879230716
A00615,2023,0,0.6533658100888331
A00615,2024,1,0.6208834449845847
A00615,2025,1,0.5558911041462086
A00616,2022,1,0.4831752650294053
A00617,2023,0,0.29691102319164125
A00618,2021,0,0.4770673466110011
A00619,2024,0,0.3773702350878051
A00620,2025,1,0.5459458937667905
A00621,2021,0,0.5310773077142535
A00622,2023,0,0.4713546852799908
A00623,2023,1,0.555768322471038
A00624,2023,0,0.6030146748912554
A00624,2024,1,0.5565191831030332
A00624,2025,0,0.5793749455314816
A00625,2021,1,0.5494307956538611
A00625,2022,0,0.5016609080119036
A00625,2023,0,0.4875089275234434
A00626,2025,0,0.4156339178098955
A00627,2021,0,0.34792606800164627
A00627,2022,0,0.3888991881012889
A00627,2023,0,0.3724685545471298
A00628,2024,1,0.4751884659065295
A00628,2025,0,0.47691249077023956
A00629,2022,0,0.5371364463949361
A00630,2023,1,0.41376521959381607
A00630,2024,0,0.4307398876136901
A00631,2023,0,0.4446460559211079
A00632,2025,0,0.4522915771895079
A00633,2024,1,0.6353029829072316
A00634,2022,0,0.5796421087922226
A00635,2025,0,0.5967122027657222
A00636,2021,1,0.5957099454391914
A00636,2022,1,0.604794386909091
A00637,2022,0,0.4075537975402371
A00638,2024,1,0.5604921586892863
A00639,2025,0,0.36318383778203217
A00640,2024,0,0.4886376699591959
A00641,2024,0,0.588638409757295
A00641,2025,1,0.5526023459468156
A00642,2023,0,0.40753434759206486
A00642,2024,0,0.46455391655099454
A00643,2023,1,0.47153070353963045
A00644,2025,1,0.5140072245901928
A00645,2025,1,0.40292561652448766
A00646,2023,0,0.4611606472689775
A00646,2024,1,0.49748207434223896
A00647,2024,0,0.4440938935622052
A00647,2025,0,0.36299490540080753
A00648,2021,0,0.49252544781674956
A00649,2024,0,0.5842608294203119
A00649,2025,1,0.5091389084859952
A00650,2022,1,0.45181506259409726
A00650,2023,0,0.5452847291922116
A00651,2022,0,0.4284184205226264
A00652,2021,0,0.33638596825594386
A00653,2024,0,0.40546009189161103
A00654,2022,1,0.4110009039183333
A00654,2023,1,0.4341780677530546
A00655,2025,0,0.5480145177186193
A00656,2025,0,0.45176357912692877
A00657,2024,0,0.48187224110634314
A00658,2024,0,0.3390986377416267
A00659,2023,0,0.506613592489852
A00659,2024,0,0.5053180640662698
A00660,2024,0,0.6691039649496467
A00660,2025,1,0.6672965642711682
A00661,2022,0,0.5928794544326417
A00662,2022,0,0.3929155054748641
A00663,2025,1,0.5894007126789303
A00664,2025,1,0.5823012738267085
A00665,2022,0,0.4593136482693259
A00666,2023,1,0.6568205980533413
A00666,2024,1,0.6570961179371173
A00666,2025,0,0.6642733122302149
A00667,2024,1,0.4783034881929226
A00668,2024,0,0.4516934109599365
A00669,2025,0,0.35873686319127995
A00670,2023,1,0.5686923290332785
A00670,2024,0,0.5682470975457073
A00671,2022,0,0.4459308737659507
A00671,2023,0,0.5061709374021075
A00672,2021,1,0.6340276218112568
A00673,2025,0,0.532873619694354
A00674,2025,0,0.6023746162794517
A00675,2022,1,0.6676832629301624
A00675,2023,1,0.6283889772186936
A00676,2022,0,0.45442698868816483
A00677,2022,0,0.3439690539810555
A00677,2023,0,0.37444359822574874
A00678,2024,0,0.41072871116910786
A00679,2024,0,0.5553709445824726
A00680,2024,0,0.4515864125512685
A00680,2025,0,0.46380691006416114
A00681,2024,0,0.41098169389671296
A00682,2023,0,0.545483007597192
A00683,2024,0,0.535264583217617
A00684,2025,1,0.5384563199089883
A00685,2024,0,0.35117844015904426
A00686,2024,0,0.3934393039217428
A00687,2022,0,0.5865190987534453
A00688,2023,0,0.3708031156257681
A00689,2021,1,0.6024436815114399
A00689,2022,0,0.5914241264874797
A00690,2023,1,0.5822016287209539
A00690,2024,0,0.6360920190310535
A00691,2023,0,0.43816994325126296
A00692,2022,0,0.5433451455569183
A00693,2025,0,0.5384807107229679
A00694,2025,0,0.611873885511464
A00695,2024,0,0.46896622533012006
A00696,2024,0,0.49631126942729425
A00697,2024,0,0.23965003311000177
A00698,2021,0,0.6005679062305992
A00699,2022,1,0.3839152551864694
A00700,2024,0,0.6229993793250266
A00700,2025,1,0.5870610320950447
A00701,2025,0,0.47006859636119214
A00702,2024,0,0.5284354538871529
A00702,2025,0,0.5234569255937992
A00703,2024,0,0.25064618983117165
A00703,2025,0,0.2581433110195554
A00704,2025,1,0.4624609674955788
A00705,2023,1,0.6351284191947962
A00705,2024,0,0.5946010885760487
A00705,2025,1,0.556002762671971
A00706,2024,1,0.5170122276475122
A00706,2025,1,0.5525456246004995
A00707,2022,0,0.6534353732863505
A00708,2022,1,0.517559039911702
A00709,2024,0,0.5264381533950182
A00710,2024,0,0.4989304225928959
A00711,2024,0,0.49568945088748273
A00712,2023,0,0.5539245657126468
A00713,2024,0,0.47528258941679663
A00714,2022,1,0.6153577721087128
A00715,2025,0,0.4517522345576231
A00716,2023,0,0.3184161943662629
A00716,2024,1,0.3151268793770223
A00717,2021,0,0.5277464896812927
A00718,2022,1,0.4524692630666424
A00719,2025,0,0.44795286207386137
A00720,2021,0,0.5696327190483709
A00721,2021,1,0.5214211393645954
A00721,2022,1,0.4310796507882221
A00722,2024,0,0.4360997219935581
A00723,2024,1,0.505401899989531
A00723,2025,1,0.4682350352387823
A00724,2024,1,0.5335562981052335
A00725,2023,0,0.544557722743065
A00725,2024,1,0.52997803953347
A00726,2023,0,0.5639975940995215
A00727,2024,0,0.4690396937072713
A00728,2025,1,0.5551805704679934
A00729,2022,1,0.5878848563769731
A00729,2023,0,0.6039886202119714
A00730,2024,0,0.48159472074688436
A00731,2025,0,0.6067420922063236
A00732,2024,0,0.4544099781208642
A00732,2025,0,0.34033609370051277
A00733,2022,0,0.5329516238757549
A00733,2023,0,0.41979296293660007
A00734,2024,0,0.4724124966217358
A00735,2023,0,0.38049531369726713
A00736,2024,0,0.5281263780445681
A00737,2023,0,0.49073018301787885
A00738,2025,0,0.5773700399952365
A00739,2023,1,0.41605476776416067
A00740,2022,1,0.6101964821749936
A00740,2023,0,0.6079766516860137
A00741,2024,0,0.49390023432564184
A00742,2021,0,0.5352685491672303
A00743,2024,0,0.5416830379133873
A00743,2025,1,0.5813197632003115
A00744,2024,0,0.5968072679542916
A00744,2025,0,0.5494735708904916
A00745,2024,1,0.4669118903443776
A00746,2024,0,0.5702942058419811
A00747,2023,0,0.3968959528498706
A00748,2022,0,0.48568846668703836
A00748,2023,1,0.4558605366009312
A00749,2025,0,0.3923801459384006
A00750,2021,0,0.4711710997514087
A00750,2022,0,0.4103032604876416
A00751,2024,0,0.5206261499208946
A00751,2025,0,0.5850703204002295
A00752,2022,0,0.30118147348620466
A00753,2023,1,0.4845567520315568
A00754,2021,0,0.44392779497967416
A00755,2021,1,0.6577099648379636
A00756,2023,0,0.539653380231815
A00757,2025,0,0.3647013813811215
A00758,2025,0,0.3460225994438714
A00759,2024,1,0.4955299441134167
A00760,2024,0,0.5047569709549176
A00760,2025,0,0.5473649499219682
A00761,2025,1,0.521622499672762
A00762,2023,0,0.41520304709400574
A00763,2024,1,0.5538717029118845
A00764,2021,1,0.5140850190534263
A00765,2021,0,0.7042026869699294
A00766,2023,0,0.4654285342928652
A00767,2024,0,0.48802135141483777
A00768,2025,1,0.5553843530271318
A00769,2023,0,0.38140652964262034
A00770,2023,0,0.6675041876560543
A00771,2022,0,0.36845512726471935
A00772,2023,1,0.4033013567278969
A00773,2022,1,0.5224301049701842
A00774,2021,0,0.5271484813157761
A00775,2021,0,0.5316892903962547
A00776,2021,1,0.6022547459647781
A00777,2023,0,0.5589489672411045
A00778,2025,0,0.2725884178904327
A00779,2024,1,0.6259896614529804
A00780,2025,0,0.5754531368687941
A00781,2025,0,0.4716491304065462
A00782,2025,0,0.29456477062213177
A00783,2021,0,0.5001940773536068
A00784,2024,1,0.47000800393579223
A00785,2021,0,0.5172776055357445
A00786,2024,0,0.5843113593497418
A00786,2025,0,0.5749271491254501
A00787,2025,0,0.47186248525331786
A00788,2025,0,0.568940060318989
A00789,2024,0,0.36392148160683313
A00790,2023,0,0.546844414575962
A00790,2024,0,0.5747854699548217
A00791,2021,1,0.49126247895372677
A00792,2025,0,0.5290838375134156
A00793,2021,1,0.5805938328146509
A00794,2022,1,0.43209332201363687
A00795,2023,0,0.485829604365521
A00796,2021,0,0.5027199243940108
A00797,2024,0,0.37183708966329804
A00797,2025,0,0.46669569008019646
A00798,2021,1,0.5587125207501198
A00799,2025,0,0.4849629045066217
A00800,2025,0,0.4307607507952998
